id_station,n_station,ad_station,code_insee,xlongitude,ylatitude,puiss_max,accessibilite,type_prise,n_enseigne,date_maj
FR*S70*P0705131,Si?ge du SIED70,20 Avenue des Rives du Lac - Vaivre et Montoille,70513,6.07203,47.37451,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S70*P07019831,Mairie,"1 Rue Georges Mongin
70180 Dampierre-sur-Salon",70198,5.677711,47.556874,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S70*P07051398,Ateliers municipaux,2 Rue de la Flandri?re ECHENOZ LA MELINE,70207,6.138786,47.600468,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S70*P07051398,Ateliers municipaux,2 Rue de la Flandri?re ECHENOZ LA MELINE,70207,6.138786,47.600468,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S70*P07031111,Place du 8 mai,Place du 8 mai - Luxeuil Les Bains,70311,6.380514,47.812825,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S70*P07055017,Lyc?e des Haberges,4 Rue du Dr Jean-Georges Girard - Vesoul,70550,6.13954,47.63001,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S70*P07033943,Colruyt,"Place de la Gare, 70270 M?lisey",70339,6.576797,47.753065,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S70*P07024540,Colruyt,"40 Rue de Luxeuil
70220 Fougerolles",70245,6.396734,47.881671,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S70*P07025525,Carrefour Market,"51 Gr Grande Rue
70130 Fresne-Saint-Mam?s",70255,5.859,47.5493,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S70*P0702278,Champs de foire,Place du champs de foire - Faucogney et la mer,70227,6.56167,47.84139,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S70*P0705502,Intermarch? Vaugine,Rue de la Vaugine - Vesoul,70550,6.08331,47.38263,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S70*P07047237,Pompiers,"7 Rue Justin et Claude Perchot
70160 Saint-Remy",70472,6.093597,47.833616,22.0,accessible 24h/24 - 7j/7,"Borne SESAME de chez Sobem / Recharge de Type C , recharge acc?l?r?e, 2 prises sur chaque PDC : E/F et T2",SREM2,2019-02-28
FR*S12*P12198*001,RIEUPEYROUX - Av. De Rouergue/ Route De Severou,Av. De Rouergue/ Route De Severou 12240 RIEUPEYROUX,12198,2.24167,44.308477,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12214*001,SAINT CHELY D'AUBRAC - Route D'Aubrac - Place Centrale,Route D'Aubrac - Place Centrale 12470 SAINT CHELY D'AUBRAC,12214,2.922443,44.591165,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12218*001,SAINT CYPRIEN SUR DOURDOU - D46 Parking Régis,D46 Parking Régis 12320 SAINT CYPRIEN SUR DOURDOU,12218,2.410958,44.545727,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12176*003,ONET LE CHÂTEAU - Bld Des Balquières,Bld Des Balquières 12850 ONET LE CHÂTEAU,12176,2.58862,44.371276,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12185*001,PONT DE SALARS - Route De Rodez,Route De Rodez 12290 PONT DE SALARS,12185,2.717345,44.288007,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12138*001,MARCILLAC CONQUES - Route De Rodez,Route De Rodez 12330 MARCILLAC CONQUES,12138,2.465482,44.471815,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12168*001,NANT - Allée Chaude,Allée Chaude 12230 NANT,12168,3.30203,44.023005,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12208*001,SAINT AFFRIQUE - Bd Aristide Briand,Bd Aristide Briand 12400 SAINT AFFRIQUE,12208,2.881541,43.956701,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12162*001,MOYRAZES - Parking Mairie,Parking Mairie 12160 MOYRAZES,12162,2.439235,44.341932,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12089*001,DECAZEVILLE - Avenue Du 10 Août Place Cabrol,Avenue Du 10 Août Place Cabrol 12300 DECAZEVILLE,12089,2.25647,44.558829,50.0,24h/24 7j/7,COMBO,Révéo,2021-09-04
FR*S12*P12098*001,ESTAING - Rue François D'Estaing,Rue François D'Estaing 12190 ESTAING,12098,2.67216,44.553411,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12208*001,SAINT AFFRIQUE - Bd Aristide Briand,Bd Aristide Briand 12400 SAINT AFFRIQUE,12208,2.881541,43.956701,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12223*001,SAINT GENEVIEVE SUR ARGENCE - Parking D900,Parking D900 12420 SAINT GENEVIEVE SUR ARGENCE,12223,2.760282,44.800854,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12209*001,SAINT AMANS DES COTS - La Poste,La Poste 12460 SAINT AMANS DES COTS,12209,2.659344,44.688692,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12148*001,MONTBAZENS - Place Du Portail-Haut  Face Au N°58 Avenue Planhol,Place Du Portail-Haut  Face Au N°58 Avenue Planhol 12220 MONTBAZENS,12148,2.227423,44.474188,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12185*001,PONT DE SALARS - Route De Rodez,Route De Rodez 12290 PONT DE SALARS,12185,2.717345,44.288007,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12006*001,ALRANCE - Derriere La Mairie,Derriere La Mairie 12430 ALRANCE,12006,2.682037,44.131348,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12167*001,NAJAC - Place Du Sol Del Barry - D39,Place Du Sol Del Barry - D39 12270 NAJAC,12167,1.984011,44.221011,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12096*001,ESPALION - Rue De L'Ouest Place Pierre Frontin,Rue De L'Ouest Place Pierre Frontin 12500 ESPALION,12096,2.760866,44.520936,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12237*001,SAINT LAURENT D'OLT - Rue Du Valt D'Olt,Rue Du Valt D'Olt 12560 SAINT LAURENT D'OLT,12237,3.11037,44.445195,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12176*003,ONET LE CHÂTEAU - Bld Des Balquières,Bld Des Balquières 12850 ONET LE CHÂTEAU,12176,2.58862,44.371276,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12169*001,NAUCELLE - Rd N°997 Naucelle Gare,Rd N°997 Naucelle Gare 12800 NAUCELLE,12169,2.360483,44.188625,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S12*P12056*002,BARAQUEVILLE - Place René-Cassin,Place René-Cassin 12160 BARAQUEVILLE,12056,2.432632,44.277246,22.0,24h/24 7j/7,T2-EF,Révéo,2021-09-04
FR*S58*P58194*A,NEVERS_Parc Salengro,Parc Salengro 58000 NEVERS,58194,3.15604538,46.98911218,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58088*A,COULANGES LES NEVERS_Parking Francois Mitterand,Parking Francois Mitterand 58660 COULANGES LES NEVERS,58088,3.18762973,47.00184473,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58102*A,DONZY_Place Gambetta,Place Gambetta 58220 DONZY,58102,3.12878206,47.37081601,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58194*B,NEVERS_Impasse de la Grippe,Impasse de la Grippe 58000 NEVERS,58194,3.15137699,46.98639327,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58086*A,COSNE COURS SUR LOIRE_General De Gaulle,General De Gaulle 58200 COSNE COURS SUR LOIRE,58086,2.92272806,47.41151958,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58065*A,CHATILLON EN BAZOIS_Place Pierre Saury,Place Pierre Saury 58110 CHATILLON EN BAZOIS,58065,3.65495034,47.05332942,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58079*B,CLAMECY_Avenue de la Gare,Avenue de la Gare 58500 CLAMECY,58079,3.52095589,47.46644476,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58118*A,FOURS_Place Pouyat,Place Pouyat 58250 FOURS,58118,3.72097224,46.81638721,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58227*A,ST AMAND EN PUISAYE_Parking Champ de foire,Parking Champ de foire 58310 ST AMAND EN PUISAYE,58227,3.07391748,47.52956984,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58215*A,POUILLY SUR LOIRE_Rue des Ecoles,Rue des Ecoles 58150 POUILLY SUR LOIRE,58215,2.95704693,47.28386898,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58210*A,PLANCHEZ_Place de la Resistance,Place de la Resistance 58230 PLANCHEZ,58210,4.01657715,47.13607629,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58223*A,ROUY_Place du 11 novembre,Place du 11 novembre 58110 ROUY,58223,3.53403702,47.02665042,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
FR*S58*P58238*A,ST ELOI_Place de la Mairie,Place de la Mairie 58000 ST ELOI,58238,3.22039023,46.98088368,22.0,24/24 7/7 jours,E/F + T2,IRVE SIEEEN,2020-03-24
,BALLAN MIRE 1332,Place André Mauxion - 37510 BALLAN MIRE,37018,0.61645,47.342294,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,NOIZAY  1646,Place Jacques Brugnon - 37210 NOIZAY,37171,0.890957,47.421157,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,BOURNAN 3559 - Rue Principale,Rue Principale aire de pique-nique - 37240 BOURNAN,37032,0.731061,47.063082,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,GIZEUX 2483 - Place de la Mairie,Place de la Mairie - 37340 GIZEUX,37112,0.196334,47.392532,18.0,24/24 7/7,E/F-T2,VIRTA,2017-03-21
,SAINT AVERTIN 1442,Place de la Marne - 37550 ST AVERTIN,37208,0.727834,47.368329,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,BEAUMONT LA RONCE 2578 - Rue des Prés,Rue des Prés - Parking de la mairie - 37360 BEAUMONT LA RONCE,37021,0.6706,47.569547,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,LOCHES 1274,Place de Verdun - 37600 LOCHES,37132,0.995288,47.128864,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CLERE LES PINS 1564,Parking Rue des Pins - 37340 CLERE LES PINS,37081,0.39297,47.425562,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,NAZELLES NEGRON 1696 - Boulevard de l'Avenir,Boulevard de l'Avenir - Zone des Poujeaux - 37530 NAZELLES NEGRON,37163,0.968669,47.422511,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SACHE 1303,Place Alexandre CALDER - 37190 SACHE,37205,0.542878,47.246675,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,Tours 10700 - Rue de Tourcoing,Rue de Tourcoing - 37100 TOURS,37261,0.683976,47.421294,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CHAUMUSSAY 1221,Place des saules - 37350 CHAUMUSSAY,37064,0.862188,46.870463,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CIVRAY DE TOURAINE 1691 - salle des fêtes,Rue de Bellevue - Parking salle des fêtes - 37150 CIVRAY DE TOURAINE,37079,1.046231,47.332938,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CIGOGNE 1228,Place de la Mairie - 37310 CIGOGNE,37075,0.930209,47.260326,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,PORTS 4507 - Place Romain Rideau,Place Romain Rideau - 37800 PORTS SUR VIENNE,37187,0.553296,47.0161919,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,Super Chargeur Neuille-Pont-Pierre A28 AC  socket,A 28 PDC 2  -  Super chargeur - 37360 NEUILLE PONT PIERRE,37167,0.59565,47.555778,22.0,24/24 7/7,AC socket,VIRTA,2019-02-19
,Tours 10964 - Avenue Marcel Dassault,Avenue Marcel Dassault - 37000 TOURS,37261,0.677547,47.363736,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,COURCOUE 5206 - Rue de Richelieu,Rue de Richelieu - 37120 COURCOUE,37087,0.395618,47.033837,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,BLERE 1364 - Chardonnerets,Allée des Chardonnerets - 37150 BLERE,37027,0.995564,47.319767,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,LA CHAPELLE SUR LOIRE 4864 - Place Albert Ruell,Place Albert RUELLE - 37140 LA CHAPELLE SUR LOIRE,37058,0.222464,47.248199,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,MARIGNY MARMANDE 1281,Place St Vincent - 37120 MARIGNY MARMANDE,37148,0.488611,46.98139,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SAINT ROCH 1325,Parking du stade - 37390 ST ROCH,37237,0.578016,47.443652,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,MONTLOUIS SUR LOIRE 1693 - Rue Leonard de Vinci,Rue Leonard de Vinci - 37270 MONTLOUIS SUR LOIRE,37156,0.802404,47.39712,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,MONTLOUIS SUR LOIRE 1706 - Maison communautaire,Rue de la Frelonnerie - Maison communautaire - 37270 MONTLOUIS SUR LOIRE,37156,0.818728,47.37888,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,DAME MARIE DES BOIS 1238,Place du 11 Novembre  - 37110 DAME MARIE LES BOIS,37095,1.032284,47.539679,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,Super chargeur Sublaines  A85 CHAdeMO,A 85 PDC 2  -  Super chargeur - 37310 SUBLAINES,37253,0.984678,47.28643,50.0,24/24 7/7,Chademo,VIRTA,2019-02-19
,VEIGNE 1329 - Les Gués,Les Gués - 37250 VEIGNE,37266,0.715108,47.305223,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,Tours 10698 - Place Rabelais,Place Rabelais - 37000 TOURS,37261,0.676511,47.384392,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,BOURGUEIL 1210 - Place Marcelin,Place Marcellin RENAULT - Parking salle des fêtes - 37140 BOURGUEIL,37031,0.172322,47.285487,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,NAZELLES NEGRON 4900 - Place des patis,Place des Patis - 37530 NAZELLES NEGRON,37163,0.95397,47.431032,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CHÂTEAU LA VALLIERE 1446,Place du Champ de Foire - 37330 CHATEAU LA VALLIERE,37062,0.319269,47.54762,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CHEMILLE SUR DEME 1225,Rue de L'Averne - Parking derrière la Mairie - 37370 CHEMILLE SUR DEME,37068,0.649559,47.659527,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,FONDETTES 7736 - Rue Alfred de Musset,Les Grands Champs - 37230 FONDETTES,37109,0.608735,47.4104826,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SAINT EPAIN 1566,Allée Alfred Bureau - 37800 ST EPAIN,37216,0.538582,47.14435,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SAVIGNE-SUR-LATHAN 6558 - Rue de la Gare,Rue de la Gare - 37340 SAVIGNE SUR LATHAN,37241,0.322448,47.44248,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CINQ MARS LA PILE 1231,Place des anciens combattants - 37130 CINQ MARS LA PILE,37077,0.458669,47.346217,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,NAZELLES NEGRON 1841 - Rue d'Amboise,Rue d'Amboise - ZAC Saint Maurice - 37530 NAZELLES NEGRON,37163,0.977177,47.419462,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,LUZE 2682 - Parking derrière la mairie,Parking derrière la mairie - 37120 LUZE,37140,0.45328,47.022995,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,LIGRE 3563 - Rue Saint Martin,Rue Saint Martin - 37500 LIGRE,37129,0.275422,47.112003,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,BOSSAY SUR CLAISE 1366,Place de l'église - 37290 BOSSAY SUR CLAISE,37028,0.961663,46.831853,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,NOUZILLY 5512 - RUE DU PRIEURE,Rue du Prieuré  - 37380 NOUZILLY,37175,0.7447705,47.54501,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,GIZEUX 15744 - Place de la Mairie,Place de la Mairie - 37340 GIZEUX,37112,0.196334,47.392532,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SORIGNY 1320 - 11 Novembre,Avenue du 11 novembre - 37250 SORIGNY,37250,0.697231,47.243192,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,Tours 10697 - Place Rabelais,Place Rabelais - 37000 TOURS,37261,0.676511,47.384392,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,VEIGNE 1330 - Centre Abbé Fiot,rue pricipale  - Abbé FIOT - 37250 VEIGNE,37266,0.735515,47.288116,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,PERRUSSON 1297,Impasse de la Forge - 37600 PERRUSSON,37183,1.014151,47.100817,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,BEAUMONT EN VERON 2690 - Rue du Parc,Rue du Parc - Parvis Salle Polyvalente - 37420 BEAUMONT EN VERON,37022,0.183346,47.195244,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,JOUE LES TOURS 1252,Rue des Martyrs - 37300 JOUE LES TOURS,37122,0.665139,47.350501,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,Athée sur Cher 10838 - Place de la Mairie 2,Parking de la nouvelle Mairie 2 - 37270 ATHEE SUR CHER,37008,0.916267,47.322432,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,LACELLE SAINT AVANT 1215,Cité de l'Hermitage - 37160 LA CELLE ST AVANT,37045,0.603103,47.020863,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,FRANCUEIL 2770 - Parking rue Charles de Gaulles,Parking rue Charles de Gaulles - Parking micro-crèche - 37150 FRANCUEIL,37110,1.084551,47.314136,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CHARNIZAY 1690,Rue du 19 mars 1962 - 37290 CHARNIZAY,37061,0.985279,46.913225,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,EPEIGNE SUR DEME 1246,Rue Jean BUEIL - 37370 EPEIGNE SUR DEME,37101,0.612853,47.668504,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,VILLANDRY 5209 - Parking du potager,Parking du potager - 37510 VILLANDRY,37272,0.510935,47.341249,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SAINT CYR SUR LOIRE 1839 - Parking Guy Raynaud,Parking Guy Raynaud - 37540 ST CYR SUR LOIRE,37214,0.669537,47.409894,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CHINON 4504 - Place Jeanne d'arc,Place jeanne d'arc - 37500 CHINON,37072,0.244902,47.1648,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,LA CROIX EN TOURAINE 1379,Parking rue Rachel Deniau - 37150 LA CROIX EN TOURAINE,37091,0.983502,47.340237,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,NEUIL 3568 - Parking Impasse des Lizas,Parking Impasse des Lizas - 37190 NEUIL,37165,0.511552,47.169884,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,NEUILLE LE LIERRE 2774 - Place de la mairie,Place de la mairie - 37380 NEUILLE LE LIERRE,37166,0.910568,47.51268,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SAINT NICOLAS DE BOURGUEIL 1307,Place de l'église - 37140 ST NICOLAS DE BOURGUEIL,37228,0.125925,47.284457,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,Super chargeur Sublaines  A85 AC Plug,A 85 PDC 4  -  Super chargeur - 37310 SUBLAINES,37253,0.984678,47.28643,22.0,24/24 7/7,AC plug,VIRTA,2019-02-19
,FONDETTES 1376 - Gustave Eiffel,Rue Gustave EIFFEL - 37230 FONDETTES,37109,0.62502,47.404075,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SOUVIGNY DE TOURAINE 1462,Rue Ronsard - 37530 SOUVIGNY DE TOURAINE,37252,1.092491,47.409826,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,POCE SUR CISSE 3106,Route des Industries - 37530 POCE SUR CISSE,37185,0.987015,47.426765,18.0,24/24 7/9,E/F-T2,VIRTA,2019-02-19
,INGRANDES DE TOURAINE 1250,Place de l'église - 37140 INGRANDES DE TOURAINE,37120,0.266909,47.282613,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,NEUIL 3567 - Parking Impasse des Lizas,Parking Impasse des Lizas - 37190 NEUIL,37165,0.511552,47.169884,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,MANTHELAN 1280,Aire de co-voiturage RD50 - 37240 MANTHELAN,37143,0.787667,47.140961,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,POCE SUR CISSE 3107,Route des Industries - 37530 POCE SUR CISSE,37185,0.987015,47.426765,18.0,24/24 7/8,E/F-T2,VIRTA,2019-02-19
,SUPER CHARGEUR 1411 - LA CHAPELLE SUR LOIRE A85,A85 - Sortie Auto-route coté parking de covoiturage   - 37140 LA CHAPELLE SUR LOIRE,37058,0.166716,47.254507,50.0,24/24 7/7,Combo2-CHAdeMO,VIRTA,2019-02-19
,SAINT MICHEL SUR LOIRE 1459,Place des anciens combattants - 37130 ST MICHEL SUR LOIRE,37227,0.348169,47.308279,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,NEUILLE LE LIERRE 4505 - Place de la gare,Place de la gare - 37380 NEUILLE LE LIERRE,37166,0.908075,47.509629,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,LA CHAPELLE BLANCHE SAINT MARTIN 1255,Parking de la Salle des Fêtes - 37240 LA CHAPELLE BLANCHE ST MARTIN,37057,0.792241,47.086218,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SOUVIGNY DE TOURAINE 1463,Rue Ronsard - 37530 SOUVIGNY DE TOURAINE,37252,1.092491,47.409826,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,MANTHELAN 1279,Aire de co-voiturage RD50 - 37240 MANTHELAN,37143,0.787667,47.140961,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CHARNIZAY 1702,Rue du 19 mars 1962 - 37290 CHARNIZAY,37061,0.985279,46.913225,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,JOUE LES TOURS 5907 - Rue de la gitonniere,Intermarché - 37300 JOUE LES TOURS,37122,0.6564,47.3376,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,MARIGNY MARMANDE 1282,Place St Vincent - 37120 MARIGNY MARMANDE,37148,0.488611,46.98139,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,EPEIGNE SUR DEME 1247,Rue Jean BUEIL - 37370 EPEIGNE SUR DEME,37101,0.612853,47.668504,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,BOURGUEIL 1212 - Place Marcelin,Place Marcellin RENAULT - Parking salle des fêtes - 37140 BOURGUEIL,37031,0.172322,47.285487,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CERE LA RONDE 1372 - Château,Chateau de Montpoupon - 37460 CERE LA RONDE,37046,1.143399,47.253068,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,Super chargeur Sublaines  A85 CCS,A 85 PDC 1  -  Super chargeur - 37310 SUBLAINES,37253,0.984678,47.28643,50.0,24/24 7/7,Combo2,VIRTA,2019-02-19
,GENILLE 1249,Parking du 8 à Huit  - 37460 GENILLE,37111,1.096377,47.181837,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SAINT HIPPOLYTE 15630 - Parking du Stade,Parking rue du Stade - 37600 ST HIPPOLYTE,37221,1.101471,47.057907,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,CINQ MARS LA PILE 1230,Place des anciens combattants - 37130 CINQ MARS LA PILE,37077,0.458669,47.346217,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SAINT MARTIN LE BEAU 1457,Rue d'Amboise - 37270 ST MARTIN LE BEAU,37225,0.909736,47.355949,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,EPEIGNE LES BOIS 3561 - Parking du plan d'eau,Route du Coteau - Parking du plan d'eau - 37150 EPEIGNE LES BOIS,37100,1.114696,47.280285,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,SAINT ANTOINE DU ROCHER 2686,Rue de la Seriniere - 37360 ST ANTOINE DU ROCHER,37206,0.631847,47.495732,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,DESCARTES 1253,Place Milo Freslon - 37160 DESCARTES,37115,0.700201,46.974434,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
,JOUE LES TOURS 1251,Rue des Martyrs - 37300 JOUE LES TOURS,37122,0.665139,47.350501,18.0,24/24 7/7,E/F-T2,VIRTA,2019-02-19
